epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
249,6109.24,0.40714,0.30596,0.3779,0.88704,0,0.90133,0.96333,0.95469,0.77639,0.90133,0.96333,0.95469,0.70843,0.70611,0.81645,0.56671,1.05607,0,0.000838227,0.000838227,0.000838227
250,6133.77,0.4018,0.29497,0.33971,0.87146,0,0.8148,1,0.97541,0.70964,0.8148,1,0.97541,0.62935,0.74968,0.91901,0.51618,1.09652,0,0.000837127,0.000837127,0.000837127
251,6158.27,0.38119,0.28908,0.33946,0.86616,0,0.82066,0.9958,0.97126,0.75698,0.82066,0.9958,0.97126,0.67826,0.71812,0.97195,0.49554,1.06616,0,0.000836027,0.000836027,0.000836027
252,6182.76,0.37083,0.31514,0.35951,0.86421,0,0.93108,0.95167,0.96977,0.81796,0.93108,0.95167,0.96977,0.73141,0.70055,0.93496,0.47172,1.07189,0,0.000834928,0.000834928,0.000834928
253,6207.31,0.4083,0.28614,0.37199,0.8753,0,0.93567,0.93313,0.96626,0.81885,0.93567,0.93313,0.96626,0.73378,0.6678,0.85742,0.49298,1.04026,0,0.000833828,0.000833828,0.000833828
254,6231.79,0.40015,0.32753,0.35018,0.879,0,0.85339,1,0.95687,0.77968,0.85339,1,0.95687,0.68907,0.69778,0.83872,0.57321,1.05664,0,0.000832728,0.000832728,0.000832728
255,6256.26,0.39339,0.27205,0.3625,0.86261,0,0.76709,0.99167,0.96262,0.70845,0.76709,0.99167,0.96262,0.64582,0.69188,0.80595,0.52442,1.06646,0,0.000831628,0.000831628,0.000831628
256,6280.77,0.38322,0.31866,0.32367,0.86321,0,0.89608,0.73167,0.81932,0.67472,0.89608,0.73167,0.81932,0.5867,0.6985,0.88537,0.59183,1.04756,0,0.000830528,0.000830528,0.000830528
257,6305.27,0.39313,0.32035,0.51128,0.86533,0,0.78487,1,0.96868,0.70301,0.78487,1,0.96868,0.62838,0.7263,0.88547,0.53725,1.10151,0,0.000829428,0.000829428,0.000829428
258,6329.86,0.38651,0.31977,0.35412,0.87479,0,0.8203,0.99393,0.96301,0.77425,0.8203,0.99393,0.96301,0.69045,0.72493,0.87553,0.52755,1.06329,0,0.000828328,0.000828328,0.000828328
259,6354.34,0.39449,0.29701,0.36995,0.88141,0,0.86787,0.97522,0.94882,0.77327,0.86787,0.97522,0.94882,0.6975,0.67202,0.77025,0.55278,1.05438,0,0.000827228,0.000827228,0.000827228
260,6378.84,0.38095,0.28658,0.3491,0.86633,0,0.84248,0.97465,0.96154,0.78048,0.84248,0.97465,0.96154,0.70595,0.70111,0.88714,0.5033,1.04741,0,0.000826128,0.000826128,0.000826128
261,6403.32,0.39202,0.32416,0.35671,0.85753,0,0.86245,0.98333,0.96355,0.80128,0.86245,0.98333,0.96355,0.73702,0.71616,0.96214,0.53156,1.05383,0,0.000825029,0.000825029,0.000825029
262,6427.84,0.40689,0.31591,0.35556,0.89641,0,0.88639,0.97046,0.9492,0.81076,0.88639,0.97046,0.9492,0.72278,0.73301,0.98999,0.48693,1.07257,0,0.000823929,0.000823929,0.000823929
263,6452.43,0.39571,0.30572,0.34686,0.87201,0,0.89065,0.98333,0.97029,0.79055,0.89065,0.98333,0.97029,0.69695,0.71395,0.91857,0.49821,1.05688,0,0.000822829,0.000822829,0.000822829
264,6476.98,0.39109,0.33312,0.34999,0.87146,0,0.84467,0.98333,0.96715,0.71385,0.84467,0.98333,0.96715,0.62477,0.70332,0.877,0.52554,1.05135,0,0.000821729,0.000821729,0.000821729
265,6501.46,0.41459,0.32786,0.36809,0.87912,0,0.84003,0.98333,0.9705,0.69077,0.84003,0.98333,0.9705,0.59107,0.74666,0.85463,0.52155,1.1254,0,0.000820629,0.000820629,0.000820629
266,6525.99,0.40346,0.27516,0.36019,0.89496,0,0.8284,0.99167,0.9685,0.7287,0.8284,0.99167,0.9685,0.64862,0.73956,0.86904,0.54766,1.10453,0,0.000819529,0.000819529,0.000819529
267,6550.59,0.38487,0.29803,0.35192,0.86977,0,0.77697,0.88333,0.91943,0.68827,0.77697,0.88333,0.91943,0.6162,0.72443,0.9104,0.53751,1.10691,0,0.000818429,0.000818429,0.000818429
268,6575.06,0.38668,0.3236,0.35606,0.86618,0,0.81205,0.96391,0.96132,0.71579,0.81205,0.96391,0.96132,0.6395,0.71731,0.93564,0.54631,1.09908,0,0.000817329,0.000817329,0.000817329
269,6599.53,0.36703,0.26352,0.32949,0.86306,0,0.86354,0.98333,0.96361,0.70672,0.86354,0.98333,0.96361,0.63579,0.72328,0.84529,0.57315,1.10463,0,0.000816229,0.000816229,0.000816229
270,6624.01,0.37596,0.29234,0.33589,0.84887,0,0.77061,0.97446,0.97545,0.71575,0.77061,0.97446,0.97545,0.67622,0.72926,0.88151,0.5955,1.08265,0,0.00081513,0.00081513,0.00081513
271,6648.48,0.40067,0.29402,0.35393,0.86618,0,0.67757,0.95943,0.95927,0.79223,0.67757,0.95943,0.95927,0.71148,0.72638,0.90162,0.60357,1.05823,0,0.00081403,0.00081403,0.00081403
272,6672.98,0.37467,0.30781,0.35058,0.85315,0,0.90245,0.73703,0.97559,0.74991,0.90245,0.73703,0.97559,0.66113,0.70763,0.83467,0.59108,1.04649,0,0.00081293,0.00081293,0.00081293
273,6697.58,0.38751,0.31315,0.34092,0.86746,0,0.79184,0.98845,0.97137,0.7414,0.79184,0.98845,0.97137,0.6559,0.69848,0.78579,0.56988,1.06229,0,0.00081183,0.00081183,0.00081183
274,6722.09,0.37768,0.28125,0.34529,0.86419,0,0.80425,0.98333,0.97167,0.79685,0.80425,0.98333,0.97167,0.71401,0.67536,0.73976,0.55269,1.0429,0,0.00081073,0.00081073,0.00081073
275,6746.56,0.39145,0.30646,0.37841,0.85829,0,0.9143,0.77413,0.95719,0.75871,0.9143,0.77413,0.95719,0.66724,0.71034,0.87123,0.54497,1.05808,0,0.00080963,0.00080963,0.00080963
276,6771.06,0.3861,0.30052,0.36748,0.8684,0,0.90046,0.78561,0.95711,0.77965,0.90046,0.78561,0.95711,0.70153,0.70022,0.91572,0.57089,1.05646,0,0.00080853,0.00080853,0.00080853
277,6795.56,0.37903,0.26713,0.35603,0.84722,0,0.90466,0.98463,0.96301,0.78426,0.90466,0.98463,0.96301,0.71023,0.75559,1.01363,0.52889,1.08079,0,0.00080743,0.00080743,0.00080743
278,6820.06,0.37141,0.30674,0.32825,0.85666,0,0.89734,0.97154,0.96937,0.80552,0.89734,0.97154,0.96937,0.72694,0.69549,0.85249,0.52518,1.0469,0,0.00080633,0.00080633,0.00080633
279,6844.55,0.36233,0.33012,0.3416,0.84517,0,0.90708,0.97859,0.97236,0.82537,0.90708,0.97859,0.97236,0.736,0.70568,0.828,0.45564,1.0531,0,0.000805231,0.000805231,0.000805231
280,6869.12,0.35693,0.29578,0.31969,0.86071,0,0.81664,0.99915,0.96931,0.80257,0.81664,0.99915,0.96931,0.72835,0.68061,0.77167,0.4685,1.05249,0,0.000804131,0.000804131,0.000804131
281,6893.61,0.37282,0.28177,0.3073,0.85789,0,0.79571,1,0.97233,0.78175,0.79571,1,0.97233,0.70831,0.68661,0.77467,0.55111,1.05789,0,0.000803031,0.000803031,0.000803031
282,6918.11,0.38336,0.30303,0.32841,0.85491,0,0.79646,1,0.97066,0.79391,0.79646,1,0.97066,0.70301,0.75255,0.92266,0.58329,1.09329,0,0.000801931,0.000801931,0.000801931
283,6942.62,0.37256,0.28829,0.32408,0.85833,0,0.88051,0.97956,0.95832,0.8263,0.88051,0.97956,0.95832,0.74163,0.72355,0.87814,0.59465,1.0599,0,0.000800831,0.000800831,0.000800831
284,6967.12,0.35095,0.27553,0.31917,0.86347,0,0.92738,0.95909,0.96804,0.79009,0.92738,0.95909,0.96804,0.72904,0.67961,0.83194,0.56963,1.04269,0,0.000799731,0.000799731,0.000799731
285,6991.61,0.38418,0.26993,0.33056,0.87291,0,0.89203,0.96901,0.9681,0.79079,0.89203,0.96901,0.9681,0.71106,0.66816,0.82912,0.54397,1.04399,0,0.000798631,0.000798631,0.000798631
286,7016.13,0.37932,0.30081,0.32564,0.86195,0,0.88745,0.99167,0.96072,0.79047,0.88745,0.99167,0.96072,0.6948,0.72182,0.93395,0.5599,1.06273,0,0.000797531,0.000797531,0.000797531
287,7040.66,0.36553,0.27151,0.32836,0.86985,0,0.85616,0.98792,0.97226,0.79556,0.85616,0.98792,0.97226,0.71021,0.69357,0.88703,0.49918,1.0468,0,0.000796431,0.000796431,0.000796431
288,7065.16,0.39039,0.28608,0.34427,0.87439,0,0.77845,0.99167,0.96887,0.76626,0.77845,0.99167,0.96887,0.67683,0.69646,0.95657,0.49336,1.03488,0,0.000795332,0.000795332,0.000795332
289,7089.66,0.38078,0.29647,0.35117,0.86977,0,0.91329,0.99167,0.97438,0.78541,0.91329,0.99167,0.97438,0.75073,0.65104,0.83574,0.50522,1.04222,0,0.000794232,0.000794232,0.000794232
290,7114.14,0.38201,0.30963,0.32382,0.85922,0,0.84535,0.99167,0.97188,0.76251,0.84535,0.99167,0.97188,0.70544,0.69925,0.82305,0.50956,1.06018,0,0.000793132,0.000793132,0.000793132
291,7138.71,0.38099,0.29929,0.34727,0.87134,0,0.77938,0.99167,0.93507,0.69011,0.77938,0.99167,0.93507,0.64237,0.6719,0.80428,0.5503,1.04418,0,0.000792032,0.000792032,0.000792032
292,7163.21,0.40067,0.30612,0.33832,0.87016,0,0.88024,0.98328,0.96514,0.6948,0.88024,0.98328,0.96514,0.63285,0.73814,0.84064,0.53883,1.08968,0,0.000790932,0.000790932,0.000790932
293,7187.71,0.39566,0.33772,0.33043,0.86774,0,0.84757,0.98827,0.9699,0.74676,0.84757,0.98827,0.9699,0.67746,0.73384,0.76892,0.53871,1.05904,0,0.000789832,0.000789832,0.000789832
294,7212.16,0.37269,0.28611,0.3129,0.85952,0,0.9061,0.79167,0.8902,0.68952,0.9061,0.79167,0.8902,0.6431,0.67945,0.76397,0.54349,1.04417,0,0.000788732,0.000788732,0.000788732
295,7236.66,0.3732,0.28803,0.32655,0.85693,0,0.91678,0.79167,0.84287,0.70394,0.91678,0.79167,0.84287,0.63823,0.67116,0.8305,0.53367,1.04282,0,0.000787632,0.000787632,0.000787632
296,7261.24,0.37721,0.33939,0.32971,0.86202,0,0.89703,0.79167,0.78126,0.67555,0.89703,0.79167,0.78126,0.58035,0.69565,0.81564,0.5344,1.06923,0,0.000786532,0.000786532,0.000786532
297,7285.73,0.35242,0.28026,0.31143,0.85548,0,0.91749,0.77585,0.96089,0.76951,0.91749,0.77585,0.96089,0.69341,0.65544,0.74901,0.57203,1.04368,0,0.000785433,0.000785433,0.000785433
298,7310.22,0.35557,0.26921,0.31351,0.8541,0,0.83197,1,0.97035,0.79146,0.83197,1,0.97035,0.73249,0.69454,0.74744,0.5444,1.058,0,0.000784333,0.000784333,0.000784333
299,7334.71,0.36072,0.29936,0.31832,0.86381,0,0.89533,0.76333,0.96238,0.79325,0.89533,0.76333,0.96238,0.70898,0.69326,0.77044,0.52162,1.07004,0,0.000783233,0.000783233,0.000783233
300,7359.21,0.34655,0.24207,0.35384,0.83219,0,0.74333,0.96451,0.96176,0.77309,0.74333,0.96451,0.96176,0.70576,0.68223,0.81258,0.56199,1.05169,0,0.000782133,0.000782133,0.000782133
301,7383.73,0.35189,0.28485,0.32162,0.86073,0,0.88311,0.78629,0.92954,0.76233,0.88311,0.78629,0.92954,0.7171,0.69753,0.82743,0.57997,1.06043,0,0.000781033,0.000781033,0.000781033
302,7408.22,0.34495,0.27294,0.32515,0.84618,0,0.89987,0.78716,0.94574,0.71325,0.89987,0.78716,0.94574,0.6525,0.72944,0.83441,0.59056,1.08429,0,0.000779933,0.000779933,0.000779933
303,7432.7,0.35216,0.29743,0.31883,0.86429,0,0.89311,0.7927,0.95603,0.69912,0.89311,0.7927,0.95603,0.63755,0.73608,0.88913,0.55325,1.09075,0,0.000778833,0.000778833,0.000778833
304,7457.21,0.35404,0.25766,0.32662,0.84562,0,0.89227,0.77844,0.76576,0.64628,0.89227,0.77844,0.76576,0.57955,0.7327,0.84284,0.5777,1.08075,0,0.000777733,0.000777733,0.000777733
305,7481.7,0.37225,0.32202,0.35472,0.86957,0,0.92747,0.77825,0.91095,0.72881,0.92747,0.77825,0.91095,0.6356,0.76982,0.91058,0.56444,1.11199,0,0.000776633,0.000776633,0.000776633
306,7506.25,0.36317,0.27597,0.31754,0.84967,0,0.79105,0.95911,0.95221,0.69971,0.79105,0.95911,0.95221,0.63087,0.73791,0.735,0.52859,1.11816,0,0.000775534,0.000775534,0.000775534
307,7530.74,0.36167,0.28857,0.38901,0.85846,0,0.78423,0.98248,0.96932,0.71548,0.78423,0.98248,0.96932,0.64281,0.70248,0.70563,0.51917,1.09525,0,0.000774434,0.000774434,0.000774434
308,7555.23,0.35624,0.28729,0.30921,0.84022,0,0.76669,0.94712,0.97404,0.71448,0.76669,0.94712,0.97404,0.63941,0.72022,0.82467,0.54288,1.07608,0,0.000773334,0.000773334,0.000773334
309,7579.74,0.34559,0.27753,0.30557,0.8515,0,0.89864,0.78063,0.77009,0.65808,0.89864,0.78063,0.77009,0.56847,0.67902,0.87994,0.56624,1.07638,0,0.000772234,0.000772234,0.000772234
310,7604.2,0.33729,0.29194,0.30968,0.85413,0,0.90327,0.77956,0.90269,0.73497,0.90327,0.77956,0.90269,0.65945,0.7157,0.97564,0.54583,1.09166,0,0.000771134,0.000771134,0.000771134
311,7628.7,0.34598,0.28544,0.29382,0.83892,0,0.81164,0.9359,0.96676,0.73817,0.81164,0.9359,0.96676,0.64757,0.7014,0.90164,0.54169,1.07746,0,0.000770034,0.000770034,0.000770034
312,7653.18,0.34949,0.28289,0.31712,0.85024,0,0.91611,0.77152,0.9021,0.71416,0.91611,0.77152,0.9021,0.65096,0.67672,0.87354,0.57546,1.05603,0,0.000768934,0.000768934,0.000768934
313,7677.78,0.37239,0.28402,0.31606,0.85681,0,0.85273,0.93639,0.95218,0.73145,0.85273,0.93639,0.95218,0.66324,0.68473,0.83235,0.52482,1.05519,0,0.000767834,0.000767834,0.000767834
314,7702.26,0.35294,0.26711,0.29577,0.84481,0,0.87234,0.99701,0.95748,0.72402,0.87234,0.99701,0.95748,0.63232,0.7433,0.94706,0.52959,1.12379,0,0.000766734,0.000766734,0.000766734
315,7726.76,0.36711,0.27592,0.31228,0.85187,0,0.86915,0.98935,0.95902,0.71867,0.86915,0.98935,0.95902,0.65017,0.73682,0.98591,0.51209,1.10292,0,0.000765635,0.000765635,0.000765635
316,7751.3,0.34763,0.29037,0.28675,0.82878,0,0.90907,0.7793,0.80075,0.67417,0.90907,0.7793,0.80075,0.58559,0.71897,0.9261,0.54527,1.09181,0,0.000764535,0.000764535,0.000764535
317,7775.8,0.34555,0.26421,0.33601,0.86065,0,0.90961,0.78453,0.75594,0.64343,0.90961,0.78453,0.75594,0.56858,0.72116,0.83102,0.55518,1.09309,0,0.000763435,0.000763435,0.000763435
318,7800.31,0.35767,0.3158,0.31462,0.85804,0,0.93559,0.76004,0.94137,0.71462,0.93559,0.76004,0.94137,0.62481,0.73644,0.86606,0.53471,1.11013,0,0.000762335,0.000762335,0.000762335
319,7824.83,0.34628,0.28854,0.2826,0.8452,0,0.77058,0.97105,0.97161,0.71672,0.77058,0.97105,0.97161,0.64097,0.74161,0.91558,0.55401,1.11367,0,0.000761235,0.000761235,0.000761235
320,7849.41,0.34746,0.28024,0.29422,0.85663,0,0.91721,0.75088,0.90889,0.69938,0.91721,0.75088,0.90889,0.64086,0.73286,0.89854,0.58332,1.1012,0,0.000760135,0.000760135,0.000760135
321,7873.93,0.36566,0.31274,0.33523,0.86039,0,0.9251,0.7366,0.93127,0.72271,0.9251,0.7366,0.93127,0.64919,0.73037,0.8885,0.59249,1.09216,0,0.000759035,0.000759035,0.000759035
322,7898.45,0.36228,0.28961,0.31367,0.85442,0,0.72614,0.98542,0.95027,0.72089,0.72614,0.98542,0.95027,0.62544,0.71816,0.9314,0.57279,1.10152,0,0.000757935,0.000757935,0.000757935
323,7922.97,0.33952,0.26602,0.29291,0.8479,0,0.88275,0.79314,0.96722,0.73831,0.88275,0.79314,0.96722,0.63537,0.69283,0.90649,0.56839,1.09141,0,0.000756835,0.000756835,0.000756835
324,7947.49,0.35988,0.28795,0.30346,0.85326,0,0.78886,0.99403,0.96193,0.79759,0.78886,0.99403,0.96193,0.72496,0.68234,0.91599,0.5308,1.06541,0,0.000755736,0.000755736,0.000755736
325,7972,0.3534,0.26654,0.30629,0.86231,0,0.86962,0.97201,0.9656,0.78546,0.86962,0.97201,0.9656,0.72106,0.7189,0.87339,0.53492,1.1065,0,0.000754636,0.000754636,0.000754636
326,7996.56,0.36188,0.31958,0.32036,0.85857,0,0.81964,1,0.94528,0.68432,0.81964,1,0.94528,0.61707,0.7359,0.82437,0.5851,1.13353,0,0.000753536,0.000753536,0.000753536
327,8021.04,0.34997,0.26366,0.30377,0.84531,0,0.82036,1,0.9652,0.73144,0.82036,1,0.9652,0.65867,0.73094,0.78939,0.55714,1.126,0,0.000752436,0.000752436,0.000752436
328,8045.52,0.40013,0.30223,0.32566,0.8786,0,0.93883,0.76333,0.86585,0.68773,0.93883,0.76333,0.86585,0.61555,0.71547,0.81222,0.55029,1.09935,0,0.000751336,0.000751336,0.000751336
329,8070.03,0.34769,0.30926,0.30698,0.85019,0,0.7649,0.92707,0.97544,0.73126,0.7649,0.92707,0.97544,0.65054,0.69915,0.77954,0.55068,1.08182,0,0.000750236,0.000750236,0.000750236
330,8094.55,0.33751,0.27381,0.29798,0.84095,0,0.7996,0.99986,0.96913,0.73635,0.7996,0.99986,0.96913,0.63966,0.69806,0.7319,0.54896,1.08482,0,0.000749136,0.000749136,0.000749136
331,8119.04,0.34646,0.25777,0.29424,0.85471,0,0.7798,1,0.95561,0.72465,0.7798,1,0.95561,0.63887,0.68577,0.79912,0.55391,1.07951,0,0.000748036,0.000748036,0.000748036
332,8143.51,0.33646,0.23308,0.29657,0.83899,0,0.80401,0.92734,0.97028,0.73754,0.80401,0.92734,0.97028,0.65914,0.67177,0.87944,0.52658,1.06181,0,0.000746936,0.000746936,0.000746936
333,8168.09,0.33202,0.28598,0.30178,0.83417,0,0.80085,0.98104,0.97272,0.77822,0.80085,0.98104,0.97272,0.69424,0.66614,0.96682,0.53141,1.04706,0,0.000745837,0.000745837,0.000745837
334,8192.61,0.35149,0.28406,0.30436,0.84461,0,0.92138,0.75124,0.86082,0.69274,0.92138,0.75124,0.86082,0.60163,0.71139,0.96216,0.58297,1.08857,0,0.000744737,0.000744737,0.000744737
335,8217.1,0.35018,0.27367,0.30905,0.84874,0,0.92573,0.78636,0.97185,0.72031,0.92573,0.78636,0.97185,0.61718,0.73186,0.93984,0.55302,1.10867,0,0.000743637,0.000743637,0.000743637
336,8241.6,0.34656,0.259,0.30911,0.86638,0,0.86788,0.8,0.96442,0.72188,0.86788,0.8,0.96442,0.65259,0.69634,0.8129,0.55426,1.077,0,0.000742537,0.000742537,0.000742537
337,8266.1,0.34386,0.27042,0.2984,0.85888,0,0.85121,0.77872,0.77113,0.6576,0.85121,0.77872,0.77113,0.57632,0.69495,0.86279,0.62162,1.08733,0,0.000741437,0.000741437,0.000741437
338,8290.61,0.32795,0.2537,0.2873,0.83668,0,0.8947,0.78789,0.95315,0.79061,0.8947,0.78789,0.95315,0.71144,0.70091,0.99736,0.59663,1.07947,0,0.000740337,0.000740337,0.000740337
339,8315.09,0.3614,0.29098,0.3861,0.86185,0,0.89148,0.78524,0.93045,0.7204,0.89148,0.78524,0.93045,0.63492,0.72188,1.0472,0.5816,1.10225,0,0.000739237,0.000739237,0.000739237
340,8339.67,0.34624,0.2862,0.31802,0.86474,0,0.85856,0.79456,0.96386,0.71566,0.85856,0.79456,0.96386,0.63729,0.69546,0.87853,0.56524,1.09195,0,0.000738137,0.000738137,0.000738137
341,8364.15,0.3143,0.27394,0.27844,0.84158,0,0.82008,0.8,0.96525,0.71947,0.82008,0.8,0.96525,0.65184,0.68928,0.88993,0.567,1.09436,0,0.000737037,0.000737037,0.000737037
342,8388.65,0.34833,0.26439,0.30067,0.84859,0,0.88637,0.75712,0.79502,0.66954,0.88637,0.75712,0.79502,0.60344,0.71121,0.90642,0.57357,1.10481,0,0.000735938,0.000735938,0.000735938
343,8413.16,0.33215,0.26619,0.28404,0.84045,0,0.7914,0.8,0.93149,0.70848,0.7914,0.8,0.93149,0.65335,0.68528,0.8643,0.57934,1.07506,0,0.000734838,0.000734838,0.000734838
344,8437.65,0.32281,0.24763,0.29595,0.84956,0,0.77387,0.93982,0.96226,0.72173,0.77387,0.93982,0.96226,0.65899,0.69146,0.85828,0.59956,1.09241,0,0.000733738,0.000733738,0.000733738
345,8462.13,0.37811,0.26632,0.35629,0.87235,0,0.87693,0.78333,0.95839,0.72296,0.87693,0.78333,0.95839,0.62734,0.71818,0.97597,0.59216,1.10454,0,0.000732638,0.000732638,0.000732638
346,8486.72,0.33159,0.24699,0.30923,0.8561,0,0.83698,0.79167,0.96527,0.73004,0.83698,0.79167,0.96527,0.6382,0.72831,1.0462,0.59214,1.10814,0,0.000731538,0.000731538,0.000731538
347,8511.2,0.33837,0.25793,0.30178,0.85905,0,0.91348,0.71919,0.83139,0.71088,0.91348,0.71919,0.83139,0.63395,0.68295,0.96628,0.5801,1.06093,0,0.000730438,0.000730438,0.000730438
348,8535.68,0.38537,0.25925,0.31293,0.88475,0,0.79865,1,0.97153,0.79593,0.79865,1,0.97153,0.72086,0.68272,1.01965,0.5359,1.05937,0,0.000729338,0.000729338,0.000729338
349,8560.14,0.35583,0.26997,0.34505,0.8556,0,0.75478,1,0.97178,0.80981,0.75478,1,0.97178,0.72986,0.67174,0.96189,0.51926,1.04709,0,0.000728238,0.000728238,0.000728238
350,8584.64,0.35644,0.2571,0.33897,0.85292,0,0.85702,0.7614,0.94565,0.70393,0.85702,0.7614,0.94565,0.64664,0.68857,0.92963,0.57034,1.08409,0,0.000727138,0.000727138,0.000727138
351,8609.15,0.33017,0.24546,0.30124,0.84493,0,0.72617,1,0.95204,0.71983,0.72617,1,0.95204,0.64278,0.6822,0.88206,0.53924,1.07529,0,0.000726038,0.000726038,0.000726038
352,8633.64,0.32844,0.29979,0.31566,0.83831,0,0.90028,0.78058,0.76583,0.64629,0.90028,0.78058,0.76583,0.58702,0.71395,0.93148,0.53094,1.08778,0,0.000724939,0.000724939,0.000724939
353,8658.24,0.35063,0.25521,0.31075,0.85189,0,0.86887,0.78789,0.75714,0.64036,0.86887,0.78789,0.75714,0.55443,0.71104,0.99114,0.57196,1.09475,0,0.000723839,0.000723839,0.000723839
354,8682.77,0.33231,0.30341,0.29243,0.8513,0,0.90195,0.74907,0.76687,0.65012,0.90195,0.74907,0.76687,0.5878,0.68418,0.88692,0.56302,1.07125,0,0.000722739,0.000722739,0.000722739
355,8707.28,0.3165,0.2593,0.27777,0.83943,0,0.76858,0.97595,0.94819,0.70413,0.76858,0.97595,0.94819,0.62044,0.68385,0.87948,0.56381,1.09171,0,0.000721639,0.000721639,0.000721639
356,8731.76,0.31513,0.27451,0.2762,0.83173,0,0.76825,0.99789,0.94621,0.6923,0.76825,0.99789,0.94621,0.62197,0.70876,0.93442,0.56802,1.1128,0,0.000720539,0.000720539,0.000720539
357,8756.26,0.30493,0.26869,0.27329,0.84629,0,0.89031,0.7844,0.95529,0.72289,0.89031,0.7844,0.95529,0.65458,0.70309,0.90216,0.56353,1.09406,0,0.000719439,0.000719439,0.000719439
358,8780.8,0.30038,0.23296,0.26273,0.83979,0,0.88944,0.7947,0.90758,0.72792,0.88944,0.7947,0.90758,0.65375,0.68444,0.88601,0.57632,1.08221,0,0.000718339,0.000718339,0.000718339
359,8805.32,0.32129,0.24162,0.298,0.84657,0,0.9177,0.75593,0.76831,0.65325,0.9177,0.75593,0.76831,0.57259,0.73831,1.01694,0.52776,1.1314,0,0.000717239,0.000717239,0.000717239
360,8829.83,0.31593,0.26402,0.31832,0.85382,0,0.9115,0.77974,0.77427,0.67086,0.9115,0.77974,0.77427,0.58381,0.71642,0.90741,0.51707,1.10799,0,0.000716139,0.000716139,0.000716139
361,8854.32,0.30484,0.22912,0.28776,0.84852,0,0.90998,0.79428,0.94219,0.71725,0.90998,0.79428,0.94219,0.63802,0.69613,0.89925,0.48568,1.08831,0,0.00071504,0.00071504,0.00071504
362,8878.84,0.32398,0.22996,0.30289,0.85374,0,0.80293,1,0.97025,0.71924,0.80293,1,0.97025,0.64066,0.69015,0.93946,0.53127,1.08441,0,0.00071394,0.00071394,0.00071394
363,8903.31,0.30554,0.24808,0.28246,0.83466,0,0.7596,1,0.97723,0.73033,0.7596,1,0.97723,0.62787,0.70233,0.99342,0.48197,1.08322,0,0.00071284,0.00071284,0.00071284
364,8927.89,0.32132,0.262,0.30125,0.84974,0,0.89722,0.7837,0.86471,0.68601,0.89722,0.7837,0.86471,0.5969,0.69337,0.89728,0.54591,1.06305,0,0.00071174,0.00071174,0.00071174
365,8952.4,0.3179,0.26319,0.2889,0.8423,0,0.8732,0.7927,0.76313,0.66812,0.8732,0.7927,0.76313,0.57159,0.69357,0.882,0.57159,1.05659,0,0.00071064,0.00071064,0.00071064
366,8976.9,0.32168,0.23263,0.27741,0.85379,0,0.88712,0.77728,0.75407,0.66971,0.88712,0.77728,0.75407,0.58864,0.69419,0.87543,0.57407,1.07988,0,0.00070954,0.00070954,0.00070954
367,9001.42,0.31536,0.2345,0.26797,0.84608,0,0.90224,0.77994,0.75568,0.64633,0.90224,0.77994,0.75568,0.57808,0.6763,0.91307,0.54144,1.07039,0,0.00070844,0.00070844,0.00070844
368,9025.89,0.33,0.28454,0.31844,0.8523,0,0.90248,0.78311,0.77303,0.66707,0.90248,0.78311,0.77303,0.60324,0.67297,0.9535,0.50204,1.07044,0,0.00070734,0.00070734,0.00070734
369,9050.45,0.32556,0.28127,0.30618,0.85199,0,0.88988,0.78996,0.95988,0.83888,0.88988,0.78996,0.95988,0.78183,0.65614,0.92473,0.54616,1.06255,0,0.00070624,0.00070624,0.00070624
370,9074.99,0.30482,0.25735,0.27495,0.84093,0,0.87601,0.8,0.77241,0.6759,0.87601,0.8,0.77241,0.57878,0.69151,0.89366,0.57804,1.08164,0,0.000705141,0.000705141,0.000705141
371,9099.49,0.33916,0.26836,0.30195,0.85153,0,0.84283,0.8,0.76603,0.64749,0.84283,0.8,0.76603,0.55933,0.76008,0.98474,0.55568,1.16594,0,0.000704041,0.000704041,0.000704041
372,9123.99,0.32569,0.27816,0.29587,0.83826,0,0.899,0.78333,0.87286,0.7637,0.899,0.78333,0.87286,0.67631,0.68882,0.82283,0.52518,1.08683,0,0.000702941,0.000702941,0.000702941
373,9148.49,0.29997,0.25136,0.277,0.83484,0,0.87993,0.79167,0.77106,0.68298,0.87993,0.79167,0.77106,0.60056,0.67548,0.79825,0.56005,1.0756,0,0.000701841,0.000701841,0.000701841
374,9173.07,0.32022,0.25794,0.30937,0.85293,0,0.86477,0.79222,0.77411,0.68483,0.86477,0.79222,0.77411,0.6156,0.66204,0.87321,0.57963,1.0738,0,0.000700741,0.000700741,0.000700741
375,9197.59,0.29397,0.23085,0.29359,0.83507,0,0.89851,0.75763,0.76327,0.67449,0.89851,0.75763,0.76327,0.60456,0.6555,0.84927,0.58858,1.06665,0,0.000699641,0.000699641,0.000699641
