epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,2995.88,0.5444,0.41051,0.5349,0.92565,0,0.83782,0.99597,0.95577,0.80457,0.83782,0.99597,0.95577,0.7267,0.68899,0.62877,0.61528,1.04717,0,0.000977913,0.000977913,0.000977913
123,3020.34,0.57144,0.39717,0.57419,0.95324,0,0.8672,0.94368,0.96012,0.82122,0.8672,0.94368,0.96012,0.735,0.69682,0.60542,0.5561,1.02254,0,0.000976813,0.000976813,0.000976813
124,3044.83,0.53013,0.37966,0.46704,0.91256,0,0.86637,1,0.94947,0.75392,0.86637,1,0.94947,0.68646,0.68554,0.66264,0.51732,1.02612,0,0.000975714,0.000975714,0.000975714
125,3069.35,0.54858,0.42506,0.47636,0.92227,0,0.93214,0.755,0.96009,0.74586,0.93214,0.755,0.96009,0.70721,0.72305,0.62173,0.56242,1.04454,0,0.000974614,0.000974614,0.000974614
126,3093.92,0.57359,0.42106,0.49221,0.93237,0,0.8753,0.77096,0.92906,0.74096,0.8753,0.77096,0.92906,0.65298,0.73044,0.66762,0.5738,1.04639,0,0.000973514,0.000973514,0.000973514
127,3118.44,0.5207,0.37976,0.47493,0.9206,0,0.87994,0.84881,0.93728,0.71748,0.87994,0.84881,0.93728,0.6431,0.74296,0.73582,0.63833,1.06984,0,0.000972414,0.000972414,0.000972414
128,3142.96,0.57831,0.39845,0.51282,0.93716,0,0.80345,0.99349,0.96866,0.77287,0.80345,0.99349,0.96866,0.69669,0.67941,0.6589,0.51979,1.05544,0,0.000971314,0.000971314,0.000971314
129,3167.47,0.57044,0.38363,0.48014,0.93206,0,0.72119,1,0.96316,0.74182,0.72119,1,0.96316,0.69699,0.70134,0.67605,0.61077,1.07311,0,0.000970214,0.000970214,0.000970214
130,3192.01,0.57523,0.38585,0.4819,0.95081,0,0.80986,0.99167,0.96295,0.79094,0.80986,0.99167,0.96295,0.73122,0.7502,0.64351,0.55299,1.06546,0,0.000969114,0.000969114,0.000969114
131,3216.5,0.55026,0.38085,0.46687,0.93141,0,0.85547,0.98333,0.96411,0.79603,0.85547,0.98333,0.96411,0.74349,0.7095,0.67198,0.53421,1.03803,0,0.000968014,0.000968014,0.000968014
132,3241.1,0.58227,0.3899,0.4942,0.93305,0,0.80058,0.99782,0.956,0.72145,0.80058,0.99782,0.956,0.64131,0.73332,0.70868,0.57702,1.05194,0,0.000966914,0.000966914,0.000966914
133,3265.63,0.51961,0.38427,0.4554,0.9045,0,0.81064,0.93167,0.94775,0.77304,0.81064,0.93167,0.94775,0.71631,0.67323,0.66634,0.62003,1.01465,0,0.000965815,0.000965815,0.000965815
134,3290.15,0.54648,0.40267,0.45827,0.93777,0,0.84693,0.95007,0.95397,0.81031,0.84693,0.95007,0.95397,0.71968,0.66705,0.6804,0.5709,1.00976,0,0.000964715,0.000964715,0.000964715
135,3314.68,0.52821,0.39227,0.46701,0.92607,0,0.80956,0.95167,0.93727,0.76757,0.80956,0.95167,0.93727,0.66921,0.70106,0.68692,0.5414,1.04562,0,0.000963615,0.000963615,0.000963615
136,3339.2,0.55776,0.38892,0.49279,0.94135,0,0.7222,0.97964,0.91855,0.69222,0.7222,0.97964,0.91855,0.62411,0.80802,0.78567,0.7639,1.11015,0,0.000962515,0.000962515,0.000962515
137,3363.72,0.5678,0.4052,0.4605,0.93458,0,0.86665,0.95377,0.93652,0.70291,0.86665,0.95377,0.93652,0.61105,0.69575,0.63353,0.57454,1.0657,0,0.000961415,0.000961415,0.000961415
138,3388.29,0.53946,0.41658,0.46693,0.93657,0,0.84041,0.98,0.94869,0.7158,0.84041,0.98,0.94869,0.65917,0.70954,0.64682,0.55349,1.07231,0,0.000960315,0.000960315,0.000960315
139,3412.79,0.56095,0.41042,0.52083,0.95885,0,0.82149,0.98,0.95845,0.71203,0.82149,0.98,0.95845,0.63962,0.68906,0.68306,0.5316,1.06195,0,0.000959215,0.000959215,0.000959215
140,3437.36,0.53088,0.39746,0.44991,0.92709,0,0.86014,0.75388,0.74838,0.66164,0.86014,0.75388,0.74949,0.58192,0.72537,0.6795,0.60817,1.06936,0,0.000958115,0.000958115,0.000958115
141,3461.86,0.54028,0.36678,0.47229,0.913,0,0.8723,0.75036,0.76384,0.64772,0.8723,0.75036,0.76384,0.55187,0.70747,0.68733,0.57688,1.06797,0,0.000957015,0.000957015,0.000957015
142,3486.39,0.52965,0.34475,0.47524,0.92732,0,0.76845,0.98,0.95573,0.7065,0.76845,0.98,0.95573,0.62518,0.7013,0.6262,0.61388,1.05629,0,0.000955916,0.000955916,0.000955916
143,3510.99,0.53482,0.3648,0.45531,0.91373,0,0.81634,0.9863,0.93481,0.71129,0.81634,0.9863,0.93481,0.62926,0.69798,0.72705,0.61429,1.07201,0,0.000954816,0.000954816,0.000954816
144,3535.47,0.52794,0.36518,0.45039,0.92511,0,0.76159,0.96155,0.94787,0.75787,0.76159,0.96155,0.94787,0.68719,0.68989,0.72642,0.5893,1.05364,0,0.000953716,0.000953716,0.000953716
145,3559.98,0.51208,0.35192,0.44971,0.92091,0,0.79327,1,0.95793,0.74185,0.79327,1,0.95793,0.68167,0.73835,0.69618,0.55523,1.07936,0,0.000952616,0.000952616,0.000952616
146,3584.5,0.51527,0.37017,0.45892,0.9271,0,0.89788,0.98333,0.96484,0.74604,0.89788,0.98333,0.96484,0.66878,0.71465,0.6767,0.48303,1.06925,0,0.000951516,0.000951516,0.000951516
147,3609.01,0.49849,0.3664,0.43551,0.9184,0,0.81468,0.98026,0.95574,0.77415,0.81468,0.98026,0.95574,0.69946,0.69919,0.65045,0.53049,1.05719,0,0.000950416,0.000950416,0.000950416
148,3633.5,0.52598,0.36888,0.46531,0.93036,0,0.81496,0.99291,0.95012,0.70453,0.81496,0.99291,0.95012,0.60717,0.70248,0.68876,0.52369,1.05903,0,0.000949316,0.000949316,0.000949316
149,3657.98,0.51259,0.35654,0.46513,0.92108,0,0.70473,1,0.95724,0.64906,0.70473,1,0.95724,0.57492,0.7586,0.69006,0.52964,1.09916,0,0.000948216,0.000948216,0.000948216
150,3682.54,0.52128,0.39817,0.44539,0.92107,0,0.77212,1,0.94966,0.66114,0.77212,1,0.94966,0.58415,0.72875,0.67043,0.55535,1.07519,0,0.000947116,0.000947116,0.000947116
151,3707.04,0.48602,0.35822,0.39362,0.89766,0,0.9313,0.75167,0.9601,0.69365,0.9313,0.75167,0.9601,0.61301,0.69365,0.66415,0.51507,1.05576,0,0.000946016,0.000946016,0.000946016
152,3731.54,0.52254,0.38475,0.4608,0.91106,0,0.88435,0.98,0.9693,0.71165,0.88435,0.98,0.9693,0.62067,0.72947,0.7179,0.49698,1.08562,0,0.000944917,0.000944917,0.000944917
153,3756.02,0.51676,0.37933,0.46153,0.9124,0,0.92791,0.90333,0.96104,0.76237,0.92791,0.90333,0.96104,0.68048,0.68648,0.63453,0.50049,1.04439,0,0.000943817,0.000943817,0.000943817
154,3780.53,0.50528,0.36656,0.42908,0.91588,0,0.8718,0.91465,0.95377,0.74917,0.8718,0.91465,0.95377,0.72702,0.73329,0.61605,0.53406,1.06468,0,0.000942717,0.000942717,0.000942717
155,3805.14,0.51234,0.35869,0.44638,0.91933,0,0.75117,0.99363,0.94683,0.71285,0.75117,0.99363,0.94683,0.62241,0.72214,0.67146,0.56809,1.09126,0,0.000941617,0.000941617,0.000941617
156,3829.62,0.47787,0.34432,0.41885,0.9047,0,0.83203,0.78942,0.95245,0.69358,0.83203,0.78942,0.95245,0.60875,0.77237,0.6575,0.58207,1.10226,0,0.000940517,0.000940517,0.000940517
157,3854.12,0.46884,0.36283,0.41169,0.88331,0,0.77319,1,0.95792,0.72206,0.77319,1,0.95792,0.64737,0.72512,0.69289,0.57219,1.06622,0,0.000939417,0.000939417,0.000939417
158,3878.63,0.50178,0.3265,0.43728,0.92386,0,0.90258,0.93504,0.95327,0.78997,0.90258,0.93504,0.95327,0.71616,0.68371,0.72591,0.47165,1.05033,0,0.000938317,0.000938317,0.000938317
159,3903.1,0.52262,0.40242,0.45124,0.92448,0,0.88327,0.92825,0.96086,0.78592,0.88327,0.92825,0.96086,0.72091,0.70714,0.74211,0.47384,1.06476,0,0.000937217,0.000937217,0.000937217
160,3927.58,0.5263,0.37616,0.46036,0.90937,0,0.89371,0.77167,0.92948,0.75538,0.89371,0.77167,0.92948,0.68951,0.74776,0.66153,0.51715,1.06902,0,0.000936117,0.000936117,0.000936117
161,3952.08,0.49919,0.35008,0.46449,0.91374,0,0.83736,1,0.9551,0.78066,0.83736,1,0.9551,0.70853,0.71271,0.67576,0.56081,1.06178,0,0.000935018,0.000935018,0.000935018
162,3976.58,0.49805,0.36259,0.45485,0.91839,0,0.88451,0.9685,0.9471,0.76914,0.88451,0.9685,0.9471,0.69528,0.7371,0.7497,0.5075,1.068,0,0.000933918,0.000933918,0.000933918
163,4001.09,0.4961,0.37091,0.41432,0.90245,0,0.79026,0.99428,0.94851,0.76146,0.79026,0.99428,0.94851,0.69994,0.74044,0.7556,0.54647,1.07796,0,0.000932818,0.000932818,0.000932818
164,4025.59,0.48364,0.35158,0.4192,0.91024,0,0.76809,0.99809,0.94645,0.77529,0.76809,0.99809,0.94645,0.69734,0.71741,0.75104,0.60052,1.06812,0,0.000931718,0.000931718,0.000931718
165,4050.18,0.4622,0.3071,0.4258,0.8867,0,0.85908,0.79167,0.75305,0.63895,0.85908,0.79167,0.75305,0.54022,0.73491,0.74491,0.62449,1.08063,0,0.000930618,0.000930618,0.000930618
166,4074.7,0.46584,0.34027,0.39787,0.8943,0,0.81422,0.78333,0.87499,0.6458,0.81422,0.78333,0.87499,0.54857,0.7089,0.72033,0.56036,1.06325,0,0.000929518,0.000929518,0.000929518
167,4099.17,0.48073,0.32914,0.43674,0.91435,0,0.91111,0.92423,0.95345,0.79424,0.91111,0.92423,0.95345,0.73332,0.7145,0.70143,0.54475,1.05153,0,0.000928418,0.000928418,0.000928418
168,4123.67,0.47483,0.33756,0.41879,0.89824,0,0.88368,0.74333,0.9606,0.80136,0.88368,0.74333,0.9606,0.71427,0.69347,0.68761,0.583,1.04668,0,0.000927318,0.000927318,0.000927318
169,4148.19,0.46811,0.3414,0.40618,0.89675,0,0.89778,0.755,0.95695,0.71856,0.89778,0.755,0.95695,0.6336,0.74155,0.76279,0.61993,1.08021,0,0.000926218,0.000926218,0.000926218
170,4172.68,0.4785,0.3232,0.41076,0.89085,0,0.90186,0.75167,0.95609,0.78046,0.90186,0.75167,0.95609,0.68895,0.73555,0.74005,0.58436,1.06357,0,0.000925119,0.000925119,0.000925119
171,4197.19,0.48421,0.35842,0.4014,0.89139,0,0.87276,0.78608,0.95234,0.78845,0.87276,0.78608,0.95234,0.70936,0.70121,0.72635,0.56362,1.02919,0,0.000924019,0.000924019,0.000924019
172,4221.68,0.49443,0.39418,0.39657,0.90932,0,0.78446,0.99393,0.93295,0.76418,0.78446,0.99393,0.93295,0.67788,0.7408,0.72483,0.61848,1.05668,0,0.000922919,0.000922919,0.000922919
173,4246.25,0.51037,0.40093,0.42094,0.90248,0,0.83242,1,0.94594,0.72204,0.83242,1,0.94594,0.63619,0.7353,0.70634,0.57604,1.06492,0,0.000921819,0.000921819,0.000921819
174,4270.77,0.49566,0.3482,0.41551,0.9213,0,0.76106,1,0.96115,0.78726,0.76106,1,0.96115,0.75737,0.70466,0.6786,0.5616,1.05451,0,0.000920719,0.000920719,0.000920719
175,4295.26,0.44829,0.31026,0.39834,0.89677,0,0.84121,0.76833,0.80114,0.66642,0.84121,0.76833,0.80114,0.612,0.70068,0.75753,0.56191,1.05996,0,0.000919619,0.000919619,0.000919619
176,4319.76,0.47971,0.35299,0.39877,0.90082,0,0.84865,0.97916,0.95495,0.76278,0.84865,0.97916,0.95495,0.70165,0.70344,0.83571,0.57672,1.0546,0,0.000918519,0.000918519,0.000918519
177,4344.23,0.50869,0.3916,0.47204,0.91741,0,0.81911,0.98333,0.95864,0.80618,0.81911,0.98333,0.95864,0.73445,0.7165,0.77532,0.58363,1.0473,0,0.000917419,0.000917419,0.000917419
178,4368.75,0.4952,0.38026,0.41435,0.90814,0,0.86396,0.94333,0.96291,0.78118,0.86396,0.94333,0.96291,0.71065,0.7375,0.72506,0.59439,1.06507,0,0.000916319,0.000916319,0.000916319
179,4393.36,0.45966,0.40383,0.42141,0.90501,0,0.83052,0.942,0.95723,0.77185,0.83052,0.942,0.95723,0.71316,0.73729,0.69619,0.58158,1.06469,0,0.00091522,0.00091522,0.00091522
180,4417.86,0.46325,0.35092,0.40892,0.89691,0,0.81065,0.98746,0.95728,0.71909,0.81065,0.98746,0.95728,0.66844,0.734,0.71795,0.54573,1.07643,0,0.00091412,0.00091412,0.00091412
181,4442.33,0.44497,0.35453,0.39653,0.89336,0,0.78926,0.97664,0.94851,0.69777,0.78926,0.97664,0.94851,0.61463,0.72731,0.84115,0.59048,1.08322,0,0.00091302,0.00091302,0.00091302
182,4466.84,0.46607,0.33577,0.39266,0.89733,0,0.78473,0.93305,0.95199,0.7101,0.78473,0.93305,0.95199,0.63114,0.75189,0.80338,0.60576,1.09765,0,0.00091192,0.00091192,0.00091192
183,4491.33,0.47883,0.32835,0.41348,0.89904,0,0.81645,0.98333,0.95865,0.72591,0.81645,0.98333,0.95865,0.65766,0.72282,0.79741,0.60151,1.07255,0,0.00091082,0.00091082,0.00091082
184,4515.95,0.44916,0.34162,0.40323,0.87539,0,0.85659,0.97491,0.95985,0.77906,0.85659,0.97491,0.95985,0.69343,0.71089,0.80924,0.59362,1.08232,0,0.00090972,0.00090972,0.00090972
185,4540.45,0.46458,0.42478,0.39741,0.88607,0,0.8361,0.99167,0.95926,0.77414,0.8361,0.99167,0.95926,0.71054,0.77693,0.79962,0.57491,1.12124,0,0.00090862,0.00090862,0.00090862
186,4564.97,0.46267,0.37329,0.41021,0.89777,0,0.86917,0.99167,0.9548,0.74247,0.86917,0.99167,0.9548,0.64792,0.73122,0.74672,0.58633,1.1109,0,0.00090752,0.00090752,0.00090752
187,4589.46,0.43408,0.33777,0.37475,0.88665,0,0.85095,0.9658,0.96896,0.78735,0.85095,0.9658,0.96896,0.72063,0.70871,0.74042,0.54969,1.07425,0,0.00090642,0.00090642,0.00090642
188,4613.96,0.4507,0.34383,0.3904,0.89037,0,0.87473,0.96701,0.96568,0.7758,0.87473,0.96701,0.96568,0.69967,0.75227,0.77921,0.58253,1.09773,0,0.000905321,0.000905321,0.000905321
189,4638.5,0.46391,0.31855,0.41254,0.90324,0,0.88811,0.96635,0.95338,0.74236,0.88811,0.96635,0.95338,0.68069,0.75667,0.80453,0.63964,1.08534,0,0.000904221,0.000904221,0.000904221
190,4663.07,0.449,0.3272,0.39749,0.89801,0,0.86569,0.92333,0.94826,0.76352,0.86569,0.92333,0.94826,0.70306,0.73046,0.76626,0.58077,1.08529,0,0.000903121,0.000903121,0.000903121
191,4687.57,0.43948,0.32328,0.37666,0.88932,0,0.82766,0.98762,0.95715,0.78376,0.82766,0.98762,0.95715,0.68672,0.73729,0.74404,0.57124,1.0878,0,0.000902021,0.000902021,0.000902021
192,4712.08,0.43427,0.32562,0.38095,0.89078,0,0.8587,0.98226,0.95747,0.78308,0.8587,0.98226,0.95747,0.6998,0.72997,0.81675,0.56805,1.08803,0,0.000900921,0.000900921,0.000900921
193,4736.55,0.46006,0.36341,0.36944,0.88838,0,0.69769,1,0.95644,0.77964,0.69769,1,0.95644,0.71029,0.7497,0.83714,0.54058,1.10154,0,0.000899821,0.000899821,0.000899821
194,4761.04,0.44116,0.33465,0.40858,0.87798,0,0.86684,0.95167,0.95075,0.76966,0.86684,0.95167,0.95075,0.68436,0.71138,0.6625,0.47551,1.08184,0,0.000898721,0.000898721,0.000898721
195,4785.55,0.44967,0.33671,0.39066,0.89435,0,0.8455,0.99167,0.94959,0.77172,0.8455,0.99167,0.94959,0.69137,0.74793,0.7166,0.50854,1.08785,0,0.000897621,0.000897621,0.000897621
196,4810.05,0.44455,0.30401,0.3796,0.88894,0,0.82358,0.98247,0.95201,0.79685,0.82358,0.98247,0.95201,0.70006,0.71469,0.76898,0.50429,1.05976,0,0.000896521,0.000896521,0.000896521
197,4834.55,0.45117,0.37367,0.41701,0.89297,0,0.83569,0.97177,0.95986,0.79238,0.83569,0.97177,0.95986,0.68622,0.72854,0.78237,0.48129,1.06775,0,0.000895422,0.000895422,0.000895422
198,4859.22,0.48871,0.48139,0.41621,0.89705,0,0.83559,1,0.9681,0.7651,0.83559,1,0.9681,0.67306,0.74505,0.85298,0.58098,1.08672,0,0.000894322,0.000894322,0.000894322
199,4883.73,0.44222,0.34215,0.43753,0.88023,0,0.85663,0.76837,0.96474,0.74686,0.85663,0.76837,0.96474,0.65605,0.7389,0.73999,0.58261,1.0705,0,0.000893222,0.000893222,0.000893222
200,4908.23,0.44783,0.37176,0.38589,0.89287,0,0.83605,0.98,0.96761,0.85624,0.83605,0.98,0.96761,0.75393,0.71775,0.68433,0.53996,1.05015,0,0.000892122,0.000892122,0.000892122
201,4932.85,0.4484,0.37668,0.39049,0.89128,0,0.824,1,0.97386,0.76995,0.824,1,0.97386,0.68549,0.73852,0.66256,0.49241,1.06813,0,0.000891022,0.000891022,0.000891022
202,4957.36,0.45448,0.35483,0.39877,0.90187,0,0.85989,0.95722,0.9399,0.701,0.85989,0.95722,0.9399,0.63092,0.74399,0.70259,0.54661,1.09332,0,0.000889922,0.000889922,0.000889922
203,4981.85,0.45034,0.32799,0.37348,0.90783,0,0.68241,0.79188,0.79085,0.66517,0.68241,0.79188,0.79085,0.57766,0.72671,0.7446,0.54038,1.10458,0,0.000888822,0.000888822,0.000888822
204,5006.35,0.45304,0.35074,0.39402,0.90865,0,0.92204,0.77435,0.81396,0.68283,0.92204,0.77435,0.81396,0.61065,0.68899,0.77565,0.52319,1.06854,0,0.000887722,0.000887722,0.000887722
205,5030.85,0.4583,0.29453,0.37621,0.87332,0,0.88445,0.9757,0.95248,0.7947,0.88445,0.9757,0.95248,0.69935,0.68659,0.75862,0.5341,1.05693,0,0.000886622,0.000886622,0.000886622
206,5055.42,0.44682,0.30069,0.38348,0.89097,0,0.86014,0.99061,0.96117,0.78978,0.86014,0.99061,0.96117,0.69229,0.73129,0.69028,0.51824,1.08817,0,0.000885523,0.000885523,0.000885523
207,5079.94,0.42527,0.32518,0.3824,0.88839,0,0.86316,0.99167,0.95574,0.82356,0.86316,0.99167,0.95574,0.72031,0.71073,0.70298,0.5479,1.05635,0,0.000884423,0.000884423,0.000884423
208,5104.43,0.44505,0.32316,0.3964,0.89107,0,0.82724,0.99167,0.96482,0.83668,0.82724,0.99167,0.96482,0.75149,0.70673,0.77385,0.51482,1.0356,0,0.000883323,0.000883323,0.000883323
209,5128.93,0.43117,0.34845,0.37004,0.88028,0,0.80246,0.96884,0.96905,0.80409,0.80246,0.96884,0.96905,0.71774,0.69694,0.75961,0.46801,1.05284,0,0.000882223,0.000882223,0.000882223
210,5153.41,0.4392,0.33912,0.3862,0.8949,0,0.81959,0.99167,0.97394,0.77793,0.81959,0.99167,0.97394,0.70104,0.71149,0.73453,0.52742,1.0758,0,0.000881123,0.000881123,0.000881123
211,5177.89,0.42912,0.30959,0.38205,0.89474,0,0.92458,0.9768,0.96983,0.80641,0.92458,0.9768,0.96983,0.73149,0.71807,0.7004,0.51844,1.06784,0,0.000880023,0.000880023,0.000880023
212,5202.38,0.46992,0.38733,0.44027,0.90229,0,0.87084,0.96263,0.97369,0.79348,0.87084,0.96263,0.97369,0.72304,0.72759,0.76012,0.4934,1.08184,0,0.000878923,0.000878923,0.000878923
213,5226.87,0.45569,0.35107,0.3917,0.87921,0,0.88262,0.95537,0.97168,0.82277,0.88262,0.95537,0.97168,0.74827,0.69568,0.65564,0.50147,1.06064,0,0.000877823,0.000877823,0.000877823
214,5251.45,0.43072,0.30748,0.36769,0.89052,0,0.9168,0.91969,0.97332,0.79318,0.9168,0.91969,0.97332,0.70982,0.71229,0.76339,0.52241,1.06148,0,0.000876723,0.000876723,0.000876723
215,5275.93,0.45107,0.36759,0.4023,0.8944,0,0.84625,0.98274,0.96768,0.76335,0.84625,0.98274,0.96768,0.67676,0.75099,0.83777,0.57208,1.08667,0,0.000875624,0.000875624,0.000875624
216,5300.42,0.43569,0.33634,0.37309,0.89431,0,0.90609,0.99167,0.96478,0.76727,0.90609,0.99167,0.96478,0.67848,0.72689,0.83498,0.55573,1.09756,0,0.000874524,0.000874524,0.000874524
217,5324.91,0.45265,0.31321,0.41166,0.90905,0,0.8871,0.78,0.87488,0.71495,0.8871,0.78,0.87488,0.61903,0.74698,0.84634,0.51941,1.09352,0,0.000873424,0.000873424,0.000873424
218,5349.41,0.4703,0.34903,0.3969,0.90151,0,0.94801,0.72709,0.86451,0.72005,0.94801,0.72709,0.86451,0.62787,0.71036,0.75767,0.52948,1.0727,0,0.000872324,0.000872324,0.000872324
219,5373.91,0.42757,0.3532,0.35252,0.88367,0,0.82882,1,0.97456,0.78508,0.82882,1,0.97456,0.7091,0.7133,0.72363,0.57092,1.08087,0,0.000871224,0.000871224,0.000871224
220,5398.5,0.43232,0.32961,0.35791,0.87149,0,0.87826,0.96448,0.96857,0.78153,0.87826,0.96448,0.96857,0.71281,0.73619,0.78151,0.57681,1.09301,0,0.000870124,0.000870124,0.000870124
221,5422.98,0.42576,0.31003,0.38211,0.89227,0,0.89816,0.97404,0.96961,0.70327,0.89816,0.97404,0.96961,0.62747,0.74795,0.9293,0.53404,1.10835,0,0.000869024,0.000869024,0.000869024
222,5447.5,0.44832,0.33357,0.3692,0.88368,0,0.85362,0.9948,0.97281,0.73243,0.85362,0.9948,0.97281,0.63578,0.69697,0.88192,0.57276,1.0886,0,0.000867924,0.000867924,0.000867924
223,5472.04,0.43261,0.32939,0.37893,0.88977,0,0.78246,1,0.97239,0.7329,0.78246,1,0.97239,0.62467,0.68385,0.83443,0.54176,1.08671,0,0.000866824,0.000866824,0.000866824
224,5496.56,0.43815,0.31942,0.36867,0.89525,0,0.90965,0.99167,0.97059,0.77789,0.90965,0.99167,0.97059,0.66894,0.71141,0.77283,0.53321,1.08117,0,0.000865725,0.000865725,0.000865725
225,5521.13,0.42121,0.33284,0.38145,0.86978,0,0.87448,0.98827,0.95867,0.73541,0.87448,0.98827,0.95867,0.6751,0.71636,0.77535,0.53915,1.06658,0,0.000864625,0.000864625,0.000864625
226,5545.61,0.40257,0.31667,0.3625,0.8789,0,0.88244,0.966,0.95438,0.74649,0.88244,0.966,0.95438,0.66714,0.70862,0.87328,0.56525,1.04681,0,0.000863525,0.000863525,0.000863525
227,5570.06,0.42408,0.341,0.36094,0.883,0,0.88576,0.77852,0.96777,0.70158,0.88576,0.77852,0.96777,0.61872,0.70434,0.7326,0.56706,1.06062,0,0.000862425,0.000862425,0.000862425
228,5594.57,0.41587,0.34477,0.34885,0.87925,0,0.79969,1,0.97419,0.6882,0.79969,1,0.97419,0.62819,0.73285,0.77882,0.54006,1.09719,0,0.000861325,0.000861325,0.000861325
229,5619.17,0.40535,0.29125,0.35758,0.87334,0,0.86089,0.99167,0.97686,0.70371,0.86089,0.99167,0.97686,0.62072,0.72603,0.83167,0.54642,1.09811,0,0.000860225,0.000860225,0.000860225
230,5643.66,0.40502,0.32861,0.35705,0.86241,0,0.84893,0.99586,0.98019,0.81696,0.84893,0.99586,0.98019,0.71043,0.71286,0.79928,0.55249,1.06944,0,0.000859125,0.000859125,0.000859125
231,5668.17,0.39747,0.30211,0.34844,0.86336,0,0.71226,0.99271,0.93515,0.77642,0.71226,0.99271,0.93515,0.67058,0.68501,0.80616,0.52397,1.07631,0,0.000858025,0.000858025,0.000858025
232,5692.68,0.41206,0.33364,0.36112,0.86853,0,0.80531,0.96179,0.95996,0.70093,0.80531,0.96179,0.95996,0.61025,0.72392,0.85377,0.52097,1.11745,0,0.000856925,0.000856925,0.000856925
233,5717.21,0.40104,0.31409,0.35658,0.88288,0,0.81369,0.97936,0.95148,0.70152,0.81369,0.97936,0.95148,0.62302,0.73782,0.9215,0.5165,1.11274,0,0.000855826,0.000855826,0.000855826
234,5741.7,0.41382,0.31731,0.34887,0.88786,0,0.80531,0.99796,0.95171,0.71335,0.80531,0.99796,0.95171,0.66246,0.69185,0.75146,0.54913,1.07091,0,0.000854726,0.000854726,0.000854726
235,5766.18,0.4022,0.31126,0.34769,0.88802,0,0.79528,0.79961,0.92492,0.74073,0.79528,0.79961,0.92492,0.65491,0.69592,0.72597,0.53945,1.08096,0,0.000853626,0.000853626,0.000853626
236,5790.7,0.41057,0.31493,0.34747,0.88209,0,0.88551,0.78413,0.95225,0.77319,0.88551,0.78413,0.95225,0.6659,0.70582,0.80254,0.57203,1.07661,0,0.000852526,0.000852526,0.000852526
237,5815.18,0.39668,0.28884,0.35647,0.87391,0,0.78359,0.97864,0.94462,0.67268,0.78359,0.97864,0.94462,0.5823,0.72415,0.92601,0.55185,1.11172,0,0.000851426,0.000851426,0.000851426
238,5839.66,0.38567,0.35081,0.35691,0.85536,0,0.82336,0.99579,0.95441,0.69619,0.82336,0.99579,0.95441,0.62096,0.71467,0.90422,0.52437,1.0764,0,0.000850326,0.000850326,0.000850326
239,5864.13,0.42033,0.32268,0.38096,0.88515,0,0.82352,0.99167,0.96589,0.78168,0.82352,0.99167,0.96589,0.73525,0.6572,0.75452,0.53519,1.03474,0,0.000849226,0.000849226,0.000849226
240,5888.61,0.38685,0.26666,0.34204,0.85631,0,0.83935,0.99375,0.95796,0.78787,0.83935,0.99375,0.95796,0.70292,0.68865,0.82309,0.54244,1.0512,0,0.000848126,0.000848126,0.000848126
241,5913.1,0.41726,0.30757,0.36147,0.88412,0,0.7809,0.99302,0.95601,0.77676,0.7809,0.99302,0.95601,0.69267,0.69335,0.79064,0.50527,1.06378,0,0.000847026,0.000847026,0.000847026
242,5937.67,0.39246,0.30537,0.34274,0.87228,0,0.86143,0.96888,0.96467,0.70757,0.86143,0.96888,0.96467,0.60486,0.69807,0.86068,0.52233,1.09427,0,0.000845927,0.000845927,0.000845927
243,5962.17,0.39651,0.32083,0.33321,0.87272,0,0.87526,0.98418,0.95019,0.71394,0.87526,0.98418,0.95019,0.64205,0.70802,0.88303,0.58291,1.07742,0,0.000844827,0.000844827,0.000844827
244,5986.67,0.39659,0.33348,0.35158,0.8759,0,0.88046,0.98333,0.95578,0.6994,0.88046,0.98333,0.95578,0.61488,0.71791,0.85268,0.53512,1.10338,0,0.000843727,0.000843727,0.000843727
245,6011.15,0.40474,0.3249,0.33046,0.86074,0,0.89608,0.98226,0.96742,0.77399,0.89608,0.98226,0.96742,0.69371,0.72607,0.82363,0.53843,1.07799,0,0.000842627,0.000842627,0.000842627
246,6035.65,0.4069,0.33662,0.34415,0.87787,0,0.82501,0.99831,0.97221,0.77979,0.82501,0.99831,0.97221,0.68564,0.70626,0.75521,0.53083,1.06958,0,0.000841527,0.000841527,0.000841527
247,6060.14,0.38317,0.26894,0.32763,0.87227,0,0.8826,0.98333,0.97064,0.76727,0.8826,0.98333,0.97064,0.662,0.69892,0.81637,0.49114,1.06959,0,0.000840427,0.000840427,0.000840427
248,6084.71,0.39067,0.33284,0.35343,0.86777,0,0.86924,0.98421,0.96745,0.77309,0.86924,0.98421,0.96745,0.69884,0.69812,0.79375,0.51258,1.05874,0,0.000839327,0.000839327,0.000839327
